content,score,at
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,2,2025-04-14
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,1,2025-04-15
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? This has happened twice now.,2,2025-04-15
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",3,2025-04-15
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",4,2025-04-15
"Review: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Really disappointed.",2,2025-04-15
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",4,2025-04-15
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",3,2025-04-16
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,5,2025-04-16
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,2,2025-04-16
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",3,2025-04-16
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,2,2025-04-16
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,3,2025-04-17
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,2,2025-04-17
Feedback: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Fix this immediately.,2,2025-04-17
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,5,2025-04-17
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",3,2025-04-17
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,5,2025-04-18
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,2,2025-04-19
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",4,2025-04-19
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",3,2025-04-19
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",5,2025-04-19
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,2,2025-04-19
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",4,2025-04-20
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",5,2025-04-20
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? This has happened twice now.,3,2025-04-21
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,1,2025-04-21
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,4,2025-04-21
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,1,2025-04-22
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",2,2025-04-22
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",4,2025-04-22
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",1,2025-04-23
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",2,2025-04-23
Review: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Really disappointed.,4,2025-04-23
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",3,2025-04-23
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. This has happened twice now.",4,2025-04-24
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,2,2025-04-24
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",5,2025-04-24
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",5,2025-04-24
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,3,2025-04-24
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,3,2025-04-24
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,1,2025-04-25
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",3,2025-04-25
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,5,2025-04-26
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",4,2025-04-26
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",3,2025-04-26
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",3,2025-04-26
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",1,2025-04-26
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",4,2025-04-27
Review: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Really disappointed.,3,2025-04-27
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",5,2025-04-27
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,3,2025-04-27
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,3,2025-04-27
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",3,2025-04-28
"Feedback: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Fix this immediately.",5,2025-04-29
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",4,2025-04-29
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,1,2025-04-29
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",1,2025-04-29
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",5,2025-04-29
Feedback: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Fix this immediately.,1,2025-04-30
Feedback: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Fix this immediately.,3,2025-04-30
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",4,2025-04-30
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",5,2025-04-30
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,5,2025-04-30
"Review: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Really disappointed.",5,2025-04-30
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,3,2025-04-30
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",1,2025-04-30
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. This has happened twice now.,2,2025-04-30
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,1,2025-04-30
Review: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Really disappointed.,2,2025-04-30
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",5,2025-05-01
Feedback: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Fix this immediately.,1,2025-05-01
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,4,2025-05-01
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours.",3,2025-05-01
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",4,2025-05-02
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",2,2025-05-02
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,2,2025-05-02
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",2,2025-05-02
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",4,2025-05-02
"Review: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Really disappointed.",1,2025-05-02
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,2,2025-05-03
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,4,2025-05-03
Feedback: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Fix this immediately.,4,2025-05-03
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,3,2025-05-03
"Feedback: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Fix this immediately.",5,2025-05-03
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours.",1,2025-05-04
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",4,2025-05-05
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",1,2025-05-05
Review: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Really disappointed.,1,2025-05-05
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,2,2025-05-05
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",3,2025-05-06
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",5,2025-05-06
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",5,2025-05-06
Review: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Really disappointed.,3,2025-05-06
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",3,2025-05-07
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",1,2025-05-07
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,5,2025-05-07
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,4,2025-05-07
Feedback: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Fix this immediately.,4,2025-05-08
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",2,2025-05-08
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,3,2025-05-08
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",4,2025-05-09
Feedback: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Fix this immediately.,5,2025-05-09
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,5,2025-05-09
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",1,2025-05-10
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",5,2025-05-10
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",1,2025-05-11
Feedback: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Fix this immediately.,2,2025-05-11
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",5,2025-05-12
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,2,2025-05-13
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well.",3,2025-05-13
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,2,2025-05-13
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'.,1,2025-05-13
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",5,2025-05-13
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,1,2025-05-14
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,2,2025-05-14
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,4,2025-05-14
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,5,2025-05-14
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,2,2025-05-14
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,4,2025-05-15
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,3,2025-05-15
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,1,2025-05-15
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well.",1,2025-05-16
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",2,2025-05-16
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,5,2025-05-16
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",1,2025-05-16
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,5,2025-05-16
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,1,2025-05-17
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,2,2025-05-17
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'.,1,2025-05-17
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",4,2025-05-17
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",4,2025-05-17
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,4,2025-05-17
Review: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Really disappointed.,5,2025-05-18
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",2,2025-05-18
I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance.,5,2025-05-18
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",1,2025-05-18
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",4,2025-05-18
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,4,2025-05-19
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",4,2025-05-19
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",2,2025-05-19
Review: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Really disappointed.,3,2025-05-19
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,2,2025-05-19
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,3,2025-05-19
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",4,2025-05-20
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? This has happened twice now.,5,2025-05-20
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,5,2025-05-20
Feedback: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Fix this immediately.,4,2025-05-20
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",5,2025-05-20
Feedback: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Fix this immediately.,3,2025-05-22
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,2,2025-05-23
Review: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Really disappointed.,4,2025-05-23
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small.,3,2025-05-23
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",1,2025-05-23
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",2,2025-05-24
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",4,2025-05-24
"Review: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Really disappointed.",4,2025-05-24
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",1,2025-05-24
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,5,2025-05-25
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",2,2025-05-25
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,4,2025-05-25
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",5,2025-05-25
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,3,2025-05-26
Review: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Really disappointed.,4,2025-05-26
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours.",4,2025-05-26
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",5,2025-05-27
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency.,2,2025-05-27
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency.,1,2025-05-27
I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance.,3,2025-05-27
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. This has happened twice now.",5,2025-05-27
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,3,2025-05-27
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",1,2025-05-27
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,2,2025-05-27
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this.",1,2025-05-28
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",4,2025-05-28
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",5,2025-05-29
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,5,2025-05-29
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",1,2025-05-29
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,2,2025-05-29
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",1,2025-05-29
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,2,2025-05-29
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. This has happened twice now.",3,2025-05-29
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",3,2025-05-30
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",2,2025-05-30
Review: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Really disappointed.,4,2025-05-30
I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. This has happened twice now.,5,2025-05-31
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,2,2025-05-31
"Review: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Really disappointed.",5,2025-05-31
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,2,2025-05-31
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",1,2025-05-31
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",2,2025-06-01
